latitude,longitude,cluster,distance
-15.04225,-66.36892,-1,inf
-15.04294,-66.37476,-1,inf
-3.67112,-60.56937,561,5.8595707239e-05
-15.06499,-66.56046,564,5.1283737133e-05
-15.06535,-66.56348,564,5.1283737133e-05
-2.07589,-50.52536,-1,inf
-15.06134,-66.5732,565,5.1263513965e-05
-15.06169,-66.57622,565,5.1263513965e-05
-2.13816,-50.90504,566,7.0164524898e-05
-15.02687,-66.28241,-1,inf
-15.02756,-66.28818,-1,inf
-15.02824,-66.2939,-1,inf
-2.13881,-50.90901,566,7.0164524898e-05
-15.02893,-66.29966,-1,inf
-15.03724,-66.36951,-1,inf
-2.76161,-54.75425,562,7.696128369e-05
-15.03793,-66.37536,-1,inf
-15.02189,-66.283,-1,inf
-3.66622,-60.55949,-1,inf
-15.02325,-66.29448,-1,inf
-15.05473,-66.60481,-1,inf
-1.99369,-50.06317,-1,inf
-15.06545,-66.69653,-1,inf
-15.07739,-66.7991,-1,inf
-2.00695,-50.14353,-1,inf
-15.01395,-66.30141,-1,inf
-2.67522,-54.24378,-1,inf
-15.07513,-66.82483,-1,inf
-15.04453,-66.60596,-1,inf
-2.75722,-54.75478,562,7.7175035421e-05
-15.03504,-66.61323,-1,inf
-15.0571,-66.80473,-1,inf
-3.72635,-61.02461,-1,inf
-12.78891,-51.52421,-1,inf
-15.0407,-66.75278,-1,inf
-3.64469,-60.55211,-1,inf
-12.78432,-51.52504,-1,inf
-2.59691,-53.963,567,3.1433582644e-05
-15.02729,-66.63577,-1,inf
-15.01488,-66.5726,568,5.1588921018e-05
-2.66253,-54.36501,569,3.9985629735e-05
-15.01522,-66.57564,568,5.1588921018e-05
-15.03627,-66.7597,570,5.3633351265e-05
-2.74876,-54.89547,571,2.9498125018e-05
-15.03663,-66.76286,570,5.3278192342e-05
-15.03698,-66.766,570,5.3278192342e-05
-2.65802,-54.36555,569,3.9937340515e-05
-15.01015,-66.57627,572,5.1590048092e-05
-13.13207,-53.52435,573,7.0991821729e-05
-2.74707,-54.89549,571,2.9498125018e-05
-13.13298,-53.52959,574,7.084850936e-05
-2.59774,-53.9614,567,3.1433582644e-05
-15.00343,-66.51759,-1,inf
-2.66033,-54.36437,569,3.9985629735e-05
-15.01084,-66.58234,572,5.1442944114e-05
-15.01987,-66.66147,-1,inf
-2.65582,-54.36492,569,3.9937340515e-05
-2.73347,-54.89339,-1,inf
-3.03454,-56.84003,-1,inf
-3.07829,-57.12454,-1,inf
-15.01049,-66.57931,572,5.1442944114e-05
-3.45216,-59.57117,-1,inf
-13.12806,-53.52505,573,7.0819796051e-05
-1.49027,-47.08289,-1,inf
-13.12898,-53.5303,574,7.0819788567e-05
-13.12989,-53.53555,575,7.0819781163e-05
-13.12314,-53.52048,576,7.0935709405e-05
-2.04178,-50.64102,-1,inf
-13.12406,-53.52575,573,7.0819796051e-05
-13.12498,-53.531,574,7.0819788567e-05
-13.12589,-53.53625,575,7.0819781163e-05
-3.16613,-57.84087,-1,inf
-14.99057,-66.49491,577,3.7612624522e-05
-2.04265,-50.79438,-1,inf
-15.02189,-66.77101,578,5.2946924489e-05
-15.02224,-66.77413,578,5.2946924489e-05
-2.60845,-54.32714,-1,inf
-15.05873,-67.09969,-1,inf
-15.01114,-66.72185,579,4.9420367711e-05
-15.05347,-67.10046,580,2.3335242764e-05
-2.00207,-50.61755,-1,inf
-13.11913,-53.52116,576,7.0935709405e-05
-13.12005,-53.52643,573,7.0935702356e-05
-2.2349,-52.08826,-1,inf
-13.12097,-53.5317,574,7.0991879272e-05
-13.6058,-56.41768,581,6.5697791858e-05
-13.60642,-56.4215,581,6.5697791858e-05
-1.97545,-50.52808,582,7.4071352642e-05
-15.01079,-66.71876,579,5.2447317221e-05
-15.05383,-67.10362,580,2.2608542324e-05
-1.97614,-50.53227,582,7.4071352642e-05
-13.11512,-53.52184,576,7.0935740125e-05
-3.4412,-59.81488,-1,inf
-13.11604,-53.52711,573,7.0935733078e-05
-15.006,-66.72247,579,5.2018883061e-05
-3.44389,-59.83245,-1,inf
-15.16623,-68.19275,583,4.9135031563e-05
-15.16062,-68.19387,583,5.0628693642e-05
-3.13255,-57.8377,-1,inf
-14.97797,-66.56509,584,4.0894209675e-05
-3.20372,-58.41058,-1,inf
-14.15268,-60.18462,585,1.551566879e-05
-3.42098,-59.8395,-1,inf
-14.15356,-60.18449,585,1.551566879e-05
-14.99176,-66.49677,577,3.7612624522e-05
-14.98671,-66.49738,-1,inf
-2.42795,-53.64854,-1,inf
-15.0085,-66.72079,579,4.9420367711e-05
-15.00887,-66.72386,579,5.2132525395e-05
-15.05393,-67.10176,580,2.3335242764e-05
-3.41212,-59.82645,586,6.2046644148e-05
-15.0543,-67.10487,580,2.2608542324e-05
-3.41266,-59.82997,586,6.2046644148e-05
-14.97966,-66.56677,584,4.0894209675e-05
-15.16345,-68.19321,583,4.9135031563e-05
-3.36206,-59.52295,587,6.2592990532e-05
-12.72363,-51.50005,-1,inf
-3.36261,-59.5265,587,6.2592990532e-05
-12.72449,-51.50488,-1,inf
-3.52944,-60.64088,-1,inf
-14.99906,-66.99673,-1,inf
-15.13367,-68.23512,-1,inf
-3.29778,-59.12809,-1,inf
-14.94408,-66.70356,588,5.2149223597e-05
-14.94444,-66.70663,588,5.2149223597e-05
-14.77733,-65.34051,-1,inf
-3.29492,-59.13225,-1,inf
-14.77267,-65.34109,-1,inf
-3.67926,-61.73766,-1,inf
-14.77327,-65.34604,-1,inf
-14.97286,-67.04577,-1,inf
-13.59175,-56.89958,-1,inf
-3.02788,-57.47371,-1,inf
-14.8876,-66.43749,-1,inf
-3.30611,-59.29747,-1,inf
-14.88828,-66.44339,-1,inf
-14.87987,-66.4146,-1,inf
-2.4327,-53.65149,-1,inf
-14.9344,-66.93968,589,5.399350124e-05
-2.45653,-53.80413,-1,inf
-14.93476,-66.94286,589,5.399350124e-05
-14.8993,-66.67487,-1,inf
-3.30326,-59.30159,-1,inf
-14.9292,-66.94032,590,2.7677036303e-05
-14.89489,-66.68163,591,5.5816505561e-05
-2.59061,-54.69404,592,7.7555788048e-05
-14.92364,-66.93777,593,2.7184108872e-05
-14.95665,-67.23504,594,3.8195228964e-05
-2.15903,-51.97545,595,5.8438425783e-05
-14.95702,-67.23844,594,5.2365260894e-05
-14.93523,-67.08968,596,2.8900015718e-05
-2.15955,-51.97876,595,5.8438425783e-05
-14.93559,-67.09297,596,3.4684163507e-05
-14.93596,-67.09627,596,5.6023437746e-05
-2.52137,-54.27953,-1,inf
-14.9374,-67.10933,597,5.4830291302e-05
-14.93776,-67.11256,597,5.4830291302e-05
-14.91006,-66.9104,598,2.8258861145e-05
-2.58623,-54.69479,592,7.7555788048e-05
-14.92998,-67.09034,599,2.8635512885e-05
-3.28271,-59.2122,-1,inf
-14.93106,-67.10017,599,2.95393411e-05
-14.90971,-66.90721,598,2.8515063024e-05
-14.91041,-66.91358,598,2.8118338363e-05
-1.48479,-47.79226,-1,inf
-14.91183,-66.92635,600,2.7848325946e-05
-14.92962,-67.08707,599,2.8179591819e-05
-2.51127,-54.24466,-1,inf
-14.93034,-67.09361,599,2.8722893779e-05
-14.93142,-67.10347,599,2.9372354197e-05
-3.18709,-58.60899,601,6.6816922944e-05
-14.50433,-63.57895,-1,inf
-3.18767,-58.61278,601,6.6816922944e-05
-14.8977,-66.68005,591,5.5816505561e-05
-1.47566,-47.78016,-1,inf
-14.92838,-66.93561,-1,inf
-14.92914,-66.94196,590,2.7677036303e-05
-14.92091,-66.91714,-1,inf
-1.95569,-50.76776,-1,inf
-14.92318,-66.93623,593,2.7184108872e-05
-14.95869,-67.23586,594,3.8195228964e-05
-14.93625,-67.09103,596,2.8900015718e-05
-1.96394,-50.89316,-1,inf
-14.93088,-67.0456,-1,inf
-14.93586,-67.08775,596,3.4354048115e-05
-3.17551,-58.60297,-1,inf
-14.95348,-67.23728,594,6.4806936925e-05
-2.44583,-53.9485,-1,inf
-14.90977,-66.91205,598,2.8118338363e-05
-14.93061,-67.08839,599,2.8179591819e-05
-14.93138,-67.09493,599,2.8722893779e-05
-1.9701,-51.00447,-1,inf
-14.93215,-67.10151,599,2.95393411e-05
-14.9333,-67.11123,597,7.8404356127e-05
-14.9094,-66.90887,598,2.8258861145e-05
-2.56672,-54.77053,602,7.7217741882e-05
-14.91015,-66.91524,598,2.8362333138e-05
-3.28156,-59.36381,-1,inf
-14.91128,-66.9248,600,2.7848325946e-05
-14.931,-67.09167,599,2.8635512885e-05
-3.654,-61.8212,-1,inf
-14.93177,-67.09822,599,3.5142073119e-05
-1.93968,-50.8889,-1,inf
-14.93254,-67.10477,599,2.9372354197e-05
-14.90421,-66.90954,603,5.3875321836e-05
-2.56233,-54.77108,602,7.7217741882e-05
-14.92536,-67.08903,604,5.5376673284e-05
-3.16861,-58.65051,-1,inf
-14.86856,-66.60954,-1,inf
-14.90459,-66.91271,603,5.3875321836e-05
-3.46294,-60.57748,-1,inf
-14.90496,-66.91589,603,5.4021469784e-05
-14.92574,-67.09229,604,5.5376673284e-05
-2.97322,-57.55589,-1,inf
-14.9269,-67.10213,-1,inf
-14.9201,-67.08964,605,5.5399181095e-05
-3.0944,-58.33229,-1,inf
-14.92049,-67.0929,605,5.5399181095e-05
-3.19794,-59.00084,-1,inf
-14.90052,-66.92284,-1,inf
-14.92087,-67.09617,605,5.5545347796e-05
-2.42666,-54.15277,-1,inf
-14.89272,-66.90132,606,5.3522057119e-05
-14.89309,-66.90447,606,5.3522057119e-05
-14.89792,-66.94562,607,5.3876871873e-05
-1.84709,-50.65052,-1,inf
-14.8983,-66.94879,607,5.3876871873e-05
-3.19166,-59.00554,-1,inf
-14.91485,-67.09023,-1,inf
-14.86846,-66.7396,-1,inf
-2.09136,-52.16203,608,1.2287835497e-05
-14.88828,-66.90826,609,5.3167369953e-05
-3.2887,-59.65825,610,5.9312556269e-05
-14.88864,-66.91139,609,5.3167369953e-05
-14.91528,-67.13974,611,5.5881580427e-05
-3.28534,-59.65876,610,5.9312556269e-05
-14.91566,-67.14303,611,5.5881580427e-05
-14.88235,-66.90259,-1,inf
-2.96688,-57.6342,-1,inf
-14.87271,-66.91007,612,5.3673700202e-05
-3.08482,-58.40909,613,6.1807223561e-05
-14.87307,-66.91323,612,5.3673700202e-05
-14.88229,-66.99274,-1,inf
-2.95828,-57.62693,-1,inf
-14.852,-66.73222,-1,inf
-3.08132,-58.40963,613,6.1780931262e-05
-14.89834,-67.13179,-1,inf
-2.95795,-57.64839,-1,inf
-14.89946,-67.14158,-1,inf
-3.07722,-58.40631,613,5.8000467854e-05
-15.03227,-68.32207,-1,inf
-14.89232,-67.1259,-1,inf
-14.88706,-67.12653,614,5.5365759695e-05
-3.07782,-58.41016,613,1.7180551868e-05
-3.07699,-58.40963,613,1.7180551868e-05
-14.88743,-67.12979,614,5.5365759695e-05
-3.43362,-60.76234,-1,inf
-14.86986,-67.06921,-1,inf
-14.86277,-67.19541,615,5.4513896286e-05
-3.16485,-59.08075,616,6.0175672587e-05
-14.86313,-67.19862,615,5.4513896286e-05
-14.84329,-67.06913,-1,inf
-2.09205,-52.16217,608,1.2287835497e-05
-14.85748,-67.19601,-1,inf
-14.97894,-68.30904,-1,inf
-3.16144,-59.08126,616,6.0175672587e-05
-14.83768,-67.06656,617,8.006085576e-06
-14.83208,-67.06395,618,8.379852301e-06
-2.12548,-52.54293,-1,inf
-14.83715,-67.10941,619,7.946806577e-06
-14.83751,-67.1127,619,8.098237933e-06
-2.53337,-55.13207,620,7.5408829006e-05
-14.831,-67.05428,621,4.8762422766e-05
-14.8346,-67.08658,-1,inf
-1.84977,-50.8482,-1,inf
-14.83678,-67.10612,619,7.809747556e-06
-14.83788,-67.11597,619,8.442868748e-06
-14.82936,-67.08726,622,7.597468419e-06
-2.5291,-55.13273,620,7.5408829006e-05
-14.83262,-67.11664,623,8.62048781e-06
-2.84625,-57.1934,-1,inf
-14.7774,-66.62357,624,2.7489353533e-05
-1.85221,-50.97338,-1,inf
-14.82613,-67.05813,625,9.035867137e-06
-14.82972,-67.09048,622,7.459890367e-06
-14.73343,-66.28172,-1,inf
-2.44727,-54.78254,-1,inf
-14.82339,-67.08137,-1,inf
-2.38586,-54.42559,-1,inf
-14.82411,-67.08788,626,7.751559121e-06
-14.82447,-67.09113,626,7.931678916e-06
-3.51425,-61.72605,-1,inf
-13.9708,-60.41156,-1,inf
-1.83871,-51.14162,-1,inf
-13.96443,-60.41646,627,6.1027296171e-05
-13.96097,-60.41698,627,6.1027296171e-05
-13.95751,-60.4175,627,6.1027315254e-05
-2.0289,-52.30525,-1,inf
-14.83736,-67.06622,617,8.006085576e-06
-14.83774,-67.06944,617,4.8600665946e-05
-14.83712,-67.10894,619,7.946806577e-06
-2.99741,-58.3821,-1,inf
-14.83751,-67.11222,619,8.098237933e-06
-14.77897,-66.62344,624,2.7489353533e-05
-2.70195,-56.52057,-1,inf
-14.83097,-67.05717,621,4.8762422766e-05
-2.87182,-57.64736,-1,inf
-14.83173,-67.06361,618,8.379852301e-06
-14.83673,-67.10566,619,7.809747556e-06
-1.99865,-52.28419,628,1.533668739e-05
-14.8379,-67.11547,619,8.442868748e-06
-2.68793,-56.53255,629,2.9665614661e-05
-14.82918,-67.08685,622,7.597468419e-06
-14.82956,-67.09007,622,7.459890367e-06
-2.98711,-58.43119,630,6.1979856246e-05
-14.83265,-67.11613,623,8.62048781e-06
-2.9836,-58.43173,630,6.1979856246e-05
-14.82573,-67.05779,625,9.035867137e-06
-14.82393,-67.08746,626,7.751559121e-06
-3.17935,-59.69651,-1,inf
-14.82431,-67.09069,626,7.931678916e-06
-14.68927,-66.00997,-1,inf
-2.68741,-56.53093,629,2.9665614661e-05
-14.68374,-66.00512,-1,inf
-2.2603,-53.92349,-1,inf
-14.6844,-66.01058,-1,inf
-2.82783,-57.60196,-1,inf
-14.81116,-67.06925,-1,inf
-5.23395,-73.86218,-1,inf
-1.99894,-52.28336,628,1.533668739e-05
-14.67887,-66.00574,-1,inf
-2.21106,-53.66952,-1,inf
-14.80554,-67.06666,631,5.4736940613e-05
-2.21185,-53.67457,-1,inf
-2.21263,-53.67956,-1,inf
-14.80592,-67.06988,631,5.4715974109e-05
-3.28405,-60.64426,-1,inf
-2.81688,-57.60362,-1,inf
-14.80629,-67.0731,631,5.4715974109e-05
-1.19236,-47.37661,106,3.8089859313e-05
-14.67401,-66.00634,-1,inf
-2.70063,-56.92404,632,6.7088908661e-05
-1.93429,-52.07964,633,5.7957125486e-05
-14.80068,-67.0705,-1,inf
-1.93482,-52.08292,633,5.7957125486e-05
-2.69683,-56.92462,632,6.7088908661e-05
-14.67268,-65.99542,-1,inf
-3.02374,-59.04624,-1,inf
-14.67334,-66.00089,-1,inf
-2.35389,-54.75784,-1,inf
-14.66058,-65.93632,-1,inf
-2.55822,-56.06001,-1,inf
-14.66124,-65.9417,-1,inf
-2.34884,-54.7543,-1,inf
-14.66781,-65.99601,-1,inf
-1.92254,-52.10818,634,5.7068676165e-05
-14.66848,-66.00146,-1,inf
-1.92306,-52.11141,634,5.7068676165e-05
-14.66914,-66.00693,-1,inf
-2.34578,-54.76337,-1,inf
-12.56293,-51.9414,-1,inf
-3.03586,-59.21659,-1,inf
-12.56455,-51.95051,635,7.8118988836e-05
-2.55666,-56.18046,-1,inf
-12.56536,-51.95502,635,7.8118988836e-05
-2.2673,-54.47065,-1,inf
-12.56616,-51.95955,635,7.842259314e-05
-2.4152,-55.39386,-1,inf
-14.65443,-65.9261,-1,inf
-14.65574,-65.93694,-1,inf
-2.77304,-57.65765,-1,inf
-14.6564,-65.94231,-1,inf
-1.86674,-52.06635,-1,inf
-12.56009,-51.95137,636,7.8455410016e-05
-12.55846,-51.94226,-1,inf
-2.54004,-56.22971,-1,inf
-12.5609,-51.9559,636,7.8423910475e-05
-12.5617,-51.96043,636,7.8423910475e-05
-2.54084,-56.23473,-1,inf
-14.6509,-65.93752,-1,inf
-2.09653,-53.50367,637,4.1931710103e-05
-14.65155,-65.94292,-1,inf
-2.0957,-53.49856,637,4.2186078272e-05
-14.79509,-67.16004,638,5.4886239355e-05
-2.75914,-57.66406,-1,inf
-14.79546,-67.16327,638,5.4886239355e-05
-2.24056,-54.44745,639,4.621283646e-05
-14.78981,-67.16054,640,5.3358819137e-05
-3.21644,-60.77885,-1,inf
-12.55317,-51.93854,-1,inf
-2.09679,-53.50128,637,4.1931710103e-05
-14.64476,-65.92731,-1,inf
-14.79017,-67.16368,640,5.3358819137e-05
-2.096,-53.49616,637,4.2186078272e-05
-14.78487,-67.16411,-1,inf
-2.09758,-53.5064,637,5.1020426938e-05
-12.54092,-51.92184,-1,inf
-2.2429,-54.44621,639,4.621283646e-05
-12.54258,-51.93106,-1,inf
-2.09439,-53.61197,-1,inf
-14.68332,-66.33492,-1,inf
-14.77958,-67.16458,-1,inf
-3.21062,-60.87513,-1,inf
-12.53644,-51.92267,-1,inf
-2.72922,-57.76197,-1,inf
-12.53727,-51.92729,-1,inf
-1.87694,-52.32651,-1,inf
-12.5381,-51.93188,-1,inf
-2.35772,-55.41463,-1,inf
-14.71786,-66.67403,-1,inf
-2.04222,-53.49886,-1,inf
-14.67202,-66.3247,-1,inf
-2.04305,-53.50406,-1,inf
-14.71276,-66.67465,641,5.1869034411e-05
-3.1355,-60.60368,-1,inf
-14.71312,-66.6777,641,5.1869034411e-05
-2.43048,-56.06604,-1,inf
-14.66705,-66.32533,-1,inf
-1.22783,-48.76405,642,6.8807214163e-05
-14.70802,-66.67831,643,5.1681659192e-05
-14.70837,-66.68135,643,5.1681659192e-05
-2.35324,-55.68348,-1,inf
-12.45414,-51.54671,-1,inf
-2.20889,-54.83549,-1,inf
-3.1891,-61.11536,-1,inf
-12.45502,-51.55154,-1,inf
-14.41854,-64.3118,644,7.0901988053e-05
-2.20352,-54.8577,645,1.407113427e-06
-2.23203,-55.03451,646,2.5027494666e-05
-14.41906,-64.31596,644,7.0901988053e-05
-2.4212,-56.23964,647,6.384552688e-05
-14.70362,-66.68501,-1,inf
-2.42375,-56.24242,647,6.5808617517e-05
-12.44956,-51.54766,-1,inf
-2.23497,-55.03423,646,5.1544513412e-05
-12.45044,-51.55249,-1,inf
-2.41977,-56.24301,647,6.384552688e-05
-14.69887,-66.68867,-1,inf
-2.20344,-54.85769,645,1.407113427e-06
-2.23065,-55.0349,646,2.5027494666e-05
-14.73747,-67.07489,-1,inf
-2.85651,-59.20748,648,6.0176044015e-05
-14.77376,-67.42225,-1,inf
-2.29129,-55.54154,-1,inf
-13.27435,-56.7454,-1,inf
-2.8481,-59.17506,-1,inf
-14.43984,-64.93652,-1,inf
-2.8531,-59.20799,648,6.0176044015e-05
-1.22405,-48.76293,642,6.8807214163e-05
-14.43533,-64.93711,-1,inf
-2.63993,-57.83457,-1,inf
-14.5617,-65.95678,-1,inf
-2.84015,-59.16876,649,6.0202062947e-05
-2.61097,-57.69416,650,6.4223837707e-05
-2.83674,-59.16928,649,6.0202062947e-05
-2.60733,-57.6947,650,6.4223837707e-05
-14.68747,-67.05322,-1,inf
-3.1343,-61.17404,-1,inf
-2.18686,-55.03747,651,7.1657386103e-05
-14.68224,-67.05386,652,5.4767493696e-05
-2.18749,-55.04153,651,7.1657386103e-05
-14.68262,-67.05708,652,5.4767493696e-05
-2.18813,-55.04559,651,7.1684345426e-05
-14.69128,-67.17757,-1,inf
-2.28604,-55.67188,653,6.5142716807e-05
-14.68601,-67.17815,654,5.5081021075e-05
-14.68638,-67.18139,654,5.5081021075e-05
-2.28662,-55.67557,653,6.5142716807e-05
-14.67133,-67.18988,655,5.5084667176e-05
-1.03457,-47.84158,-1,inf
-14.6717,-67.19312,655,5.5084667176e-05
-14.7872,-68.3307,-1,inf
-2.28191,-55.67249,653,7.2862864266e-05
-2.83314,-59.23711,-1,inf
-13.21287,-56.62384,656,6.0670540856e-05
-2.8414,-59.31392,657,6.0003449065e-05
-13.20944,-56.62442,656,6.0526266422e-05
-2.838,-59.31443,657,6.0003449065e-05
-0.92535,-47.30388,-1,inf
-13.20883,-56.62062,656,6.049835903e-05
-13.20541,-56.6212,656,6.049835903e-05
-0.92652,-47.31106,-1,inf
-13.20602,-56.62501,656,6.0526266422e-05
-14.62299,-67.04492,658,2.7152084119e-05
-1.57603,-51.38979,-1,inf
-2.07493,-54.55722,-1,inf
-14.62335,-67.04813,658,3.3042246864e-05
-14.64783,-67.31465,659,2.6591622853e-05
-1.64893,-51.97775,-1,inf
-14.62573,-67.11651,660,2.315265e-05
-14.64815,-67.3175,659,2.6979188789e-05
-1.88864,-53.4562,-1,inf
-14.6122,-67.043,661,2.6877387813e-05
-1.88948,-53.46144,-1,inf
-14.64256,-67.3157,659,2.6592565033e-05
-14.60627,-67.03721,662,2.7378387938e-05
-2.05681,-54.5013,-1,inf
-14.60662,-67.04042,662,2.7013628828e-05
-2.27256,-55.85328,-1,inf
-14.63764,-67.3199,659,4.3258426461e-05
-14.62243,-67.04642,658,2.7152084119e-05
-1.97611,-54.05795,663,7.4438373882e-05
-14.62568,-67.11788,660,2.315265e-05
-2.12258,-54.96769,-1,inf
-14.64884,-67.31249,659,4.0510176819e-05
-1.63166,-51.97322,664,4.5783836489e-05
-14.64918,-67.31538,659,2.6591622853e-05
-14.64952,-67.31824,659,2.6979188789e-05
-1.72594,-52.54917,665,3.0360875801e-05
-14.64392,-67.31641,659,2.6592565033e-05
-14.61161,-67.04447,661,2.6877387813e-05
-1.9715,-54.05878,663,5.4236946551e-05
-14.60563,-67.03869,662,2.7378387938e-05
-2.31235,-56.18161,666,4.515938564e-05
-14.60601,-67.04189,662,2.7013628828e-05
-14.63867,-67.31757,659,4.3258426461e-05
-1.72177,-52.55606,667,3.1141331517e-05
-14.59521,-67.03992,668,5.4432626537e-05
-14.5858,-66.96048,-1,inf
-2.24806,-55.80468,-1,inf
-14.59558,-67.04312,668,5.4432626537e-05
-14.59597,-67.04635,668,5.4956384313e-05
-1.84101,-53.31639,-1,inf
-14.59635,-67.04958,668,5.4956384313e-05
-14.59673,-67.05282,668,5.5123959859e-05
-3.06621,-61.1063,-1,inf
-14.59076,-67.04703,669,5.4957759971e-05
-14.58962,-67.03735,669,5.4790280239e-05
-2.88131,-59.93481,670,3.6497304255e-05
-14.59,-67.04057,669,5.4790280239e-05
-2.31085,-56.18372,666,4.515938564e-05
-2.87925,-59.93517,670,3.6497304255e-05
-14.59038,-67.0438,669,5.4957759971e-05
-1.97242,-54.05581,663,5.4236946551e-05
-14.59379,-67.07273,-1,inf
-14.5953,-67.08555,-1,inf
-2.27301,-56.07024,-1,inf
-14.2783,-64.54482,-1,inf
-1.72439,-52.54996,665,3.0360875801e-05
-1.62904,-51.97335,664,4.5783836489e-05
-14.59007,-67.0862,671,5.4622511126e-05
-1.72018,-52.55687,667,3.1141331517e-05
-14.59045,-67.08941,671,5.4622511126e-05
-1.64355,-52.10115,672,5.8256215644e-05
-14.27227,-64.53249,-1,inf
-1.72358,-52.61238,673,5.3492254879e-05
-14.57289,-67.07525,-1,inf
-1.72405,-52.61541,673,5.3319858256e-05
-1.72452,-52.61843,673,5.3319858256e-05
-14.56655,-67.0208,-1,inf
-1.64304,-52.09785,672,5.8256215644e-05
-14.55759,-67.08035,-1,inf
-1.71129,-52.56763,-1,inf
-14.57175,-67.20343,674,5.5444829938e-05
-1.71796,-52.61014,-1,inf
-14.57212,-67.20669,674,5.5444829938e-05
-1.98598,-54.32568,-1,inf
-14.55274,-67.08424,-1,inf
-1.63771,-52.09869,-1,inf
-14.53861,-67.05333,675,5.4426068966e-05
-1.98143,-54.32637,-1,inf
-14.53678,-67.03735,-1,inf
-1.98214,-54.33092,-1,inf
-14.53825,-67.05013,675,5.4426068966e-05
-2.43099,-57.3018,-1,inf
-14.54192,-67.08229,-1,inf
-14.5323,-67.04439,676,5.4091977271e-05
-1.95964,-54.30633,-1,inf
-1.96035,-54.31087,-1,inf
-14.53194,-67.04121,676,5.4091977271e-05
-1.9599,-54.36705,-1,inf
-14.53559,-67.07323,677,5.5118212376e-05
-1.95608,-54.37228,-1,inf
-14.53596,-67.07647,677,5.5118212376e-05
-1.9568,-54.37684,-1,inf
-14.5226,-67.05204,678,5.4282532988e-05
-1.96874,-54.48138,-1,inf
-14.52297,-67.05523,678,5.4282532988e-05
-1.58433,-52.07248,-1,inf
-14.3982,-66.01798,679,6.4161181554e-05
-1.95154,-54.37296,-1,inf
-14.51775,-67.05589,680,2.5687851372e-05
-1.63905,-52.57861,-1,inf
-14.68187,-68.55297,681,3.700023374e-06
-1.63339,-52.57635,-1,inf
-14.52051,-67.12741,682,2.8230319884e-05
-2.19867,-56.09539,683,7.1035806821e-05
-14.67591,-68.55175,684,4.046087031e-06
-1.62575,-52.56189,-1,inf
-14.39335,-66.01859,679,5.8313776334e-05
-2.19464,-56.09596,683,6.1302657165e-05
-14.51255,-67.05656,-1,inf
-2.1952,-56.09943,683,6.1302657165e-05
-14.52087,-67.13064,682,2.9165340851e-05
-1.96724,-54.70111,685,2.7224761347e-05
-14.53769,-67.28102,686,3.7899614048e-05
-0.78012,-47.51361,687,7.6167153048e-05
-14.51491,-67.12485,688,2.793706234e-05
-14.51527,-67.12807,688,2.8147218531e-05
-0.77893,-47.5065,687,6.8671426117e-05
-14.51563,-67.1313,688,2.936304252e-05
-1.96868,-54.70051,685,2.7224761347e-05
-14.50607,-67.09319,689,2.7921871964e-05
-1.82994,-54.01249,-1,inf
-14.37753,-66.00958,690,5.7053649778e-05
-14.37816,-66.015,690,6.1508810939e-05
-1.53303,-52.14678,-1,inf
-14.37205,-66.00478,690,5.6541570731e-05
-1.45338,-51.64029,-1,inf
-14.37268,-66.01019,690,5.7054214844e-05
-14.37331,-66.01561,690,5.7457693655e-05
-1.60213,-52.58689,-1,inf
-14.37393,-66.02103,690,6.2099941849e-05
-2.01861,-55.31171,-1,inf
-14.39584,-66.02089,679,5.8313776334e-05
-0.77746,-47.51015,687,6.8671426117e-05
-14.51751,-67.05439,680,2.5687851372e-05
-0.81745,-47.75958,-1,inf
-14.5179,-67.05759,680,2.8842268729e-05
-14.52116,-67.12894,682,2.8230319884e-05
-2.03788,-55.54546,-1,inf
-14.53948,-67.28229,686,3.7899614048e-05
-14.18964,-64.51207,691,7.6899713699e-05
-2.35309,-57.59293,692,6.4820252916e-05
-2.34942,-57.5935,692,6.4820252916e-05
-14.37994,-66.01186,690,5.7053649778e-05
-2.00361,-55.40968,-1,inf
-14.51516,-67.12315,688,2.9053088761e-05
-14.51554,-67.12637,688,2.793706234e-05
-1.41475,-51.75113,-1,inf
-14.51593,-67.12959,688,2.8147218531e-05
-14.68166,-68.55294,681,3.700023374e-06
-1.6279,-53.07712,-1,inf
-14.67568,-68.55172,684,4.046087031e-06
-14.18527,-64.51265,691,7.3223431822e-05
-1.6229,-53.0778,-1,inf
-1.83442,-54.39946,-1,inf
-14.18582,-64.51694,691,7.3223431822e-05
-1.51222,-52.42308,693,5.5130357804e-05
-1.51272,-52.4262,693,5.5130357804e-05
-1.99156,-55.41548,-1,inf
-1.54215,-52.67371,-1,inf
-1.54437,-52.71978,694,4.7174787371e-05
-1.54486,-52.72277,694,4.7578009992e-05
-1.53927,-52.72065,694,4.9833904393e-05
-1.94309,-55.2752,695,2.1207030668e-05
-14.37442,-66.00706,690,5.6541570731e-05
-2.8295,-60.94825,696,5.8769389191e-05
-14.37509,-66.01247,690,5.7054214844e-05
-2.83002,-60.95171,696,6.0993756874e-05
-14.37576,-66.01788,690,5.7457693655e-05
-2.82617,-60.94875,696,5.8769389191e-05
-14.50647,-67.09479,689,2.7921871964e-05
-14.36957,-66.00766,690,6.5149783741e-05
-2.82565,-60.94529,696,6.0993954837e-05
-14.37024,-66.01307,690,6.4687957379e-05
