latitude,longitude,cluster,distance
-3.90748,-50.88944,142,4.5925025198e-05
-3.90436,-50.87128,140,4.7016515889e-05
-3.90498,-50.87492,140,4.6389516325e-05
-4.7855,-56.13929,143,2.923965068e-05
-22.6497,-57.75307,141,6.3866011283e-05
-3.90811,-50.89311,142,4.8396168701e-05
-4.78165,-56.14,143,6.0187370074e-05
-22.37711,-55.98698,144,5.9040780005e-05
-4.78445,-56.13798,143,2.923965068e-05
-4.7852,-56.14281,143,6.1444935871e-05
-22.3732,-55.98381,144,6.133510816e-05
-4.78135,-56.14351,143,6.127198776e-05
-22.37377,-55.98756,144,5.9040780005e-05
-22.36435,-55.99306,-1,inf
-4.13707,-52.15416,137,4.9627008418e-05
-22.35916,-56.0709,-1,inf
-4.13756,-52.15724,137,4.9147580919e-05
-4.13806,-52.1603,137,5.3977954973e-05
-21.31123,-50.27488,-1,inf
-4.13196,-52.1549,137,4.0626498311e-05
-4.13146,-52.15186,137,4.0278601385e-05
-22.46684,-57.25296,145,1.4447013582e-05
-4.13246,-52.15801,137,4.1003987265e-05
-3.78804,-50.15207,139,3.600405382e-05
-22.46604,-57.25319,145,1.4447013582e-05
-3.90671,-50.8726,140,4.7016515889e-05
-22.46213,-57.24995,145,6.2037816836e-05
-3.90971,-50.89084,142,4.5925025198e-05
-22.46268,-57.25375,145,5.9334552173e-05
-22.45988,-57.25813,146,5.9384577789e-05
-3.78872,-50.15619,139,3.5577372371e-05
-3.9073,-50.87622,140,4.6389516325e-05
-22.45596,-57.2549,146,6.2227045777e-05
-3.9091,-50.88715,142,4.8882111881e-05
-22.45652,-57.25871,146,5.9384577789e-05
-3.90416,-50.89188,142,6.4957506574e-05
-22.45707,-57.2625,146,6.1880917595e-05
-22.45148,-57.24786,-1,inf
-3.90234,-50.88088,-1,inf
-21.48672,-51.69031,-1,inf
-3.90355,-50.8882,142,6.4957506574e-05
-3.77704,-50.15829,-1,inf
-3.7712,-50.15936,-1,inf
-21.46042,-51.59146,147,6.978147929e-05
-3.71488,-49.85806,-1,inf
-21.45649,-51.59225,147,6.9693572217e-05
-21.45256,-51.59301,147,6.9693572217e-05
-3.72869,-49.94066,-1,inf
-22.31248,-56.94516,-1,inf
-4.67167,-55.75137,-1,inf
-22.20006,-56.491,-1,inf
-3.78183,-50.3306,-1,inf
-21.69008,-53.64348,-1,inf
-3.92357,-51.24777,-1,inf
-22.18482,-56.73182,148,6.1547140219e-05
-3.88529,-51.05245,-1,inf
-22.18538,-56.73558,148,6.1547140219e-05
-21.03628,-50.6061,-1,inf
-3.90758,-51.18559,-1,inf
-22.2146,-57.72396,-1,inf
-3.72337,-50.19661,-1,inf
-22.21176,-57.7284,149,8.360672847e-06
-22.21129,-57.7283,149,8.360672847e-06
-4.29355,-53.65996,-1,inf
-22.19864,-57.83368,-1,inf
-3.29798,-47.83873,-1,inf
-22.20354,-57.91671,150,6.4066709206e-05
-3.29903,-47.84475,151,2.5653397323e-05
-4.28897,-53.66071,-1,inf
-22.20409,-57.92063,150,5.9979330041e-05
-4.30729,-53.88352,152,6.7824090546e-05
-22.20069,-57.92117,150,5.9979330041e-05
-22.42695,-59.94126,-1,inf
-4.31013,-53.88086,152,6.7824090546e-05
-4.64019,-56.03332,-1,inf
-22.41956,-59.94236,-1,inf
-20.48359,-48.64853,-1,inf
-20.80938,-51.52839,153,7.0761384437e-05
-20.80541,-51.52927,153,7.0761384437e-05
-22.33456,-61.71065,-1,inf
-20.7894,-51.50981,-1,inf
-20.79041,-51.51526,154,7.0835191269e-05
-20.78743,-51.5215,155,7.0803475815e-05
-3.30436,-47.84341,-1,inf
-20.78643,-51.51611,154,7.0803493393e-05
-3.29757,-47.84458,151,2.5653397323e-05
-20.78245,-51.51695,154,7.0803493393e-05
-3.77626,-50.7659,-1,inf
-20.78345,-51.52234,155,7.0803475815e-05
-4.44461,-54.92443,-1,inf
-3.71603,-50.54266,156,6.7605711925e-05
-3.71539,-50.53883,156,6.7634365021e-05
-3.71666,-50.54649,156,6.7605711925e-05
-4.20398,-53.54075,-1,inf
-20.78047,-51.52856,-1,inf
-3.57368,-49.90969,-1,inf
-20.77449,-51.51863,157,5.0011144823e-05
-3.59031,-50.04359,158,7.7037396964e-05
-20.77051,-51.51948,157,6.3932571393e-05
-20.77265,-51.51614,157,5.179177242e-05
-3.58957,-50.03923,158,7.7037396964e-05
-20.77362,-51.52155,157,5.0011144823e-05
-4.47847,-55.39985,-1,inf
-22.16453,-60.99067,-1,inf
-4.51668,-55.63708,-1,inf
-3.95072,-52.21579,-1,inf
-22.15999,-60.98601,-1,inf
-22.16128,-60.99643,159,6.8645963063e-05
-4.53899,-55.80117,-1,inf
-22.15674,-60.99177,-1,inf
-22.15738,-60.99698,159,6.8645963063e-05
-5.20952,-60.13285,-1,inf
-21.96785,-60.1615,-1,inf
-3.38733,-49.00605,160,3.5870154963e-05
-20.20215,-50.04308,161,7.6413862891e-05
-20.20303,-50.04765,161,7.6413862891e-05
-4.56225,-56.04553,-1,inf
-21.75638,-60.09911,-1,inf
-3.34357,-48.82925,162,1.9901247147e-05
-21.47779,-58.91238,-1,inf
-4.45349,-55.42564,-1,inf
-4.34156,-54.7694,163,2.2958991687e-05
-21.23641,-59.11224,-1,inf
-4.51949,-55.90567,164,6.9517537471e-05
-21.04636,-58.0666,-1,inf
-4.51556,-55.90632,164,5.8419466272e-05
-5.15736,-60.00671,-1,inf
-21.04186,-58.05945,165,6.3444776544e-05
-4.34287,-54.76952,163,2.2958991687e-05
-4.43521,-55.38529,-1,inf
-21.04241,-58.0633,165,5.9841144562e-05
-21.03902,-58.06385,165,5.9841144562e-05
-4.51714,-55.90928,164,5.8419466272e-05
-21.53956,-62.28888,166,6.6097981266e-05
-4.42946,-55.37523,167,7.1945735368e-05
-4.43058,-55.38234,167,7.2075035852e-05
-4.42538,-55.37582,167,6.3058541678e-05
-21.54003,-62.29292,166,6.6097981266e-05
-4.42594,-55.3794,167,6.305849512e-05
-20.67846,-56.13093,-1,inf
-4.4265,-55.38298,167,6.305849512e-05
-4.42763,-55.39018,-1,inf
-21.87459,-66.34496,-1,inf
-4.44052,-55.47213,168,6.1654996181e-05
-4.44107,-55.47563,168,6.1654996181e-05
-19.16837,-49.34739,169,3.2742221025e-05
-3.86949,-51.95594,-1,inf
-20.61419,-57.87078,-1,inf
-3.38529,-49.0058,160,3.5870154963e-05
-3.34912,-48.8275,-1,inf
-19.1674,-49.34569,169,3.2742221025e-05
-3.85002,-51.86908,170,5.5227538639e-05
-20.32865,-57.34254,-1,inf
-3.85053,-51.87221,170,5.5227538639e-05
-3.34271,-48.8285,162,1.9901247147e-05
-3.87267,-52.04086,-1,inf
-20.40911,-58.79412,171,6.0882278097e-05
-4.16874,-53.87109,-1,inf
-20.40967,-58.79809,171,6.0882273263e-05
-4.37798,-55.18223,172,6.4663928703e-05
-20.41023,-58.80206,171,6.0882268428e-05
-20.40566,-58.79467,171,6.0882278097e-05
-4.37856,-55.1859,172,6.4663928703e-05
-20.40678,-58.80261,171,6.0858339817e-05
-3.52787,-49.97917,-1,inf
-20.4051,-58.7907,171,6.0882312713e-05
-20.40622,-58.79864,171,6.0882273263e-05
-3.66058,-50.85105,-1,inf
-20.40165,-58.79125,171,6.0858382517e-05
-20.40333,-58.80315,171,6.0858339817e-05
-4.12065,-53.65984,-1,inf
-3.54754,-50.20666,-1,inf
-20.3982,-58.79179,171,6.0858382517e-05
-20.39932,-58.79972,171,6.0882362597e-05
-3.84035,-51.97317,-1,inf
-20.39988,-58.8037,171,6.0858397247e-05
-20.39876,-58.79576,171,6.0858406568e-05
-3.84793,-52.01925,-1,inf
-20.39587,-58.80027,171,6.0858430616e-05
-20.39643,-58.80424,171,6.0858397247e-05
-4.36317,-55.19551,173,6.5036366335e-05
-20.39475,-58.79234,171,6.0882372262e-05
-4.36376,-55.1992,173,6.5036366335e-05
-20.39531,-58.7963,171,6.0858406568e-05
-4.37542,-55.27224,-1,inf
-20.39298,-58.80478,171,6.0858425956e-05
-20.39242,-58.80081,171,6.0858430616e-05
-3.49253,-49.9141,174,7.4724932354e-05
-20.39186,-58.79684,171,6.0858435275e-05
-3.30625,-48.80752,83,6.5690464491e-05
-20.38841,-58.7974,171,6.0906819947e-05
-3.42354,-49.50328,-1,inf
-20.38897,-58.80136,171,6.0858488021e-05
-3.49324,-49.91833,174,7.4724932354e-05
-3.56709,-50.35957,-1,inf
-20.38552,-58.8019,171,6.0858488021e-05
-20.38206,-58.80244,171,6.0858545492e-05
-3.83465,-51.97093,175,5.4025806537e-05
-20.38318,-58.81038,171,6.0882501832e-05
-3.83516,-51.97399,175,5.4025806537e-05
-20.37917,-58.80695,171,6.0882536411e-05
-3.85798,-52.11242,-1,inf
-20.37973,-58.81093,171,6.0858564868e-05
-3.86539,-52.15742,-1,inf
-20.37861,-58.80298,171,6.0858545492e-05
-20.38029,-58.8149,171,6.5683544211e-05
-20.37461,-58.79956,171,6.0882575726e-05
-4.35902,-55.19606,173,6.5579910084e-05
-20.37628,-58.81147,171,6.0858564868e-05
-4.35962,-55.19978,173,6.5579910084e-05
-20.37516,-58.80353,171,6.0858602865e-05
-4.40286,-55.47028,-1,inf
-20.37572,-58.8075,171,6.0858598209e-05
-20.37227,-58.80804,171,6.0858598209e-05
-20.37171,-58.80407,171,6.0858602865e-05
-4.42808,-55.62834,176,7.6475307325e-05
-20.37116,-58.80011,171,6.0858636117e-05
-20.36771,-58.80065,171,6.0858636117e-05
-4.42877,-55.63268,176,7.6475307325e-05
-4.43373,-55.66385,-1,inf
-20.36826,-58.80462,171,6.0882600725e-05
-3.86026,-52.15816,177,5.3480268548e-05
-20.36882,-58.80859,171,6.0882595897e-05
-4.40836,-55.53066,178,6.1513210239e-05
-3.29984,-48.80861,83,2.783146804e-05
-20.37327,-58.84038,179,6.1055208644e-05
-20.37383,-58.84436,179,6.105520383e-05
-3.48728,-49.91943,-1,inf
-20.36981,-58.84093,179,6.1055208644e-05
-20.37037,-58.84491,179,6.105520383e-05
-3.63308,-50.78978,-1,inf
-20.23287,-58.38569,180,6.0020870488e-05
-3.82946,-51.97176,-1,inf
-20.22891,-58.38239,180,6.3803431148e-05
-20.22947,-58.38624,180,6.0020870488e-05
-3.86076,-52.16119,177,5.3480268548e-05
-20.22606,-58.38679,180,6.0193462219e-05
-20.1928,-58.6703,181,4.8193641771e-05
-4.39197,-55.42816,-1,inf
-20.18936,-58.67084,181,1.3971132735e-05
-20.19004,-58.67039,181,1.3971132735e-05
-4.40892,-55.53415,178,6.1513210239e-05
-20.18661,-58.67094,181,4.8024500282e-05
-4.4156,-55.57593,182,6.1856258606e-05
-20.18486,-58.68324,183,6.0514841154e-05
-20.1843,-58.67932,183,6.4954698811e-05
-4.41616,-55.57944,182,6.1856258606e-05
-20.18143,-58.68378,183,6.0514841154e-05
-20.18198,-58.68769,183,6.4767824803e-05
-2.97288,-46.93416,-1,inf
-20.17688,-58.67648,184,6.4931690904e-05
-20.17743,-58.6804,184,6.0539068501e-05
-20.174,-58.68095,184,6.0539068501e-05
-20.15073,-58.64062,-1,inf
-4.35549,-55.22678,185,6.5580210115e-05
-17.52261,-44.97239,-1,inf
-4.35609,-55.2305,185,6.5580210115e-05
-4.40435,-55.53141,178,7.1194202316e-05
-4.42073,-55.63378,-1,inf
-18.82581,-51.45964,-1,inf
-3.48265,-49.96465,-1,inf
-3.76507,-51.64866,-1,inf
-20.63408,-64.1303,-1,inf
-4.40756,-55.57728,186,6.1884728627e-05
-4.40813,-55.58079,186,6.1884728627e-05
-19.1571,-54.36722,187,6.2624524297e-05
-20.54111,-64.37717,-1,inf
-19.15356,-54.36784,187,6.2624524297e-05
-17.99335,-48.42166,188,4.4033627589e-05
-17.99093,-48.42091,188,4.4033627589e-05
-17.99156,-48.4241,188,5.1152270174e-05
-3.57082,-50.52303,-1,inf
-20.43672,-64.35434,-1,inf
-20.43152,-64.35049,189,6.8347600731e-05
-3.84024,-52.16427,190,5.2594016794e-05
-20.43198,-64.35464,189,6.8347600731e-05
-3.56506,-50.5238,-1,inf
-17.39502,-45.92131,-1,inf
-3.83975,-52.16129,190,5.2594016794e-05
-4.12047,-53.86015,-1,inf
-17.89429,-48.53131,-1,inf
-3.82658,-52.11389,191,5.4541662083e-05
-3.82709,-52.11698,191,5.4541662083e-05
-19.80958,-60.17123,-1,inf
-3.1349,-48.08147,192,6.8049278775e-05
-19.46624,-60.0455,193,6.3434278662e-05
-3.65089,-51.10041,-1,inf
-3.13593,-48.0874,192,7.0746427178e-05
-19.46264,-60.04603,193,6.3284332273e-05
-3.51606,-50.30474,194,1.0071162743e-05
-19.45905,-60.04657,193,6.3284332273e-05
-4.34081,-55.26652,195,7.2636962772e-05
-18.16041,-52.29311,196,7.0456449059e-05
-3.8364,-52.23545,197,5.0675963655e-05
-3.77475,-51.86815,-1,inf
-18.15548,-52.28852,-1,inf
-18.15644,-52.29388,196,7.0456449059e-05
-3.83688,-52.23832,197,5.0675963655e-05
-17.32693,-48.29172,198,2.8018449903e-05
-4.33669,-55.26711,195,7.2636962772e-05
-3.25922,-48.87909,199,4.4149858896e-05
-17.32724,-48.29337,198,2.8018449903e-05
-3.7695,-51.86887,200,2.4248293829e-05
-19.6799,-63.17922,-1,inf
-4.37887,-55.55294,-1,inf
-3.72859,-51.69083,201,7.7174465144e-05
-19.57669,-62.78642,202,6.6613530461e-05
-4.14316,-54.1658,203,5.7453924948e-05
-19.57622,-62.7824,202,6.6613530461e-05
-4.31913,-55.31425,204,2.1466459345e-05
-19.88931,-65.8615,205,3.7187140153e-05
-4.31972,-55.31786,204,5.6573433085e-05
-4.35353,-55.5244,206,1.6261924847e-05
-19.88787,-65.85983,205,3.7187140153e-05
-4.3541,-55.52789,206,4.8282705388e-05
-17.28583,-48.76568,207,4.986666286e-05
-4.13988,-54.16552,203,5.7453924948e-05
-4.32029,-55.31466,204,2.1466459345e-05
-17.28641,-48.76861,207,4.986666286e-05
-4.35319,-55.52527,206,1.6261924847e-05
-19.79447,-65.41718,-1,inf
-3.51663,-50.30465,194,1.0071162743e-05
-3.76916,-51.86752,200,2.4248293829e-05
-19.78947,-65.4178,-1,inf
-4.3162,-55.31533,204,5.4483042958e-05
-19.79003,-65.4231,-1,inf
-4.31266,-55.31955,-1,inf
-17.18159,-48.73309,-1,inf
-3.45203,-49.98255,-1,inf
-3.13268,-48.08468,192,6.8049278775e-05
-19.52602,-64.15607,-1,inf
-3.1337,-48.09079,192,7.0746427178e-05
-19.44954,-64.25333,-1,inf
-3.72428,-51.68984,201,7.7174465144e-05
-19.4502,-64.25917,-1,inf
-3.25741,-48.87732,199,4.4149858896e-05
-19.34585,-64.03732,-1,inf
-3.25828,-48.88257,199,6.2819408261e-05
-16.31105,-45.69041,-1,inf
-4.37493,-55.7951,-1,inf
-19.75627,-68.10368,-1,inf
-3.76431,-52.00285,-1,inf
-3.44729,-50.10184,208,7.4699668768e-05
-17.3428,-52.05872,-1,inf
-3.44799,-50.10607,208,7.4699668768e-05
-3.48509,-50.33102,-1,inf
-3.47924,-50.33175,209,7.1861809662e-05
-18.09885,-56.62212,-1,inf
-3.47857,-50.32768,209,7.1861809662e-05
-3.73199,-51.87007,210,5.5950586132e-05
-15.90721,-45.16035,5,6.4020549929e-05
-3.73251,-51.87324,210,5.5950586132e-05
-15.9085,-45.16616,5,2.722664385e-05
-3.73302,-51.87642,210,5.6094457627e-05
-19.0548,-64.08009,211,4.2249920083e-05
-3.42126,-50.01815,-1,inf
-19.05473,-64.08265,211,4.2249920083e-05
-3.44873,-50.18366,-1,inf
-15.90899,-45.16462,5,2.722664385e-05
-18.23633,-58.22281,-1,inf
-3.72674,-51.87082,-1,inf
-3.75886,-52.0672,-1,inf
-17.31909,-52.69005,-1,inf
-3.31069,-49.46753,-1,inf
-18.3955,-59.84592,212,6.2059478712e-05
-3.3099,-49.46281,-1,inf
-18.39198,-59.84645,212,6.2059478712e-05
-3.6133,-51.28188,-1,inf
-17.19216,-52.49646,-1,inf
-4.0697,-54.06945,-1,inf
-19.09896,-66.65936,213,6.2384605151e-05
-4.27566,-55.3509,-1,inf
-19.09857,-66.6556,213,6.2384605151e-05
-4.40979,-56.19429,-1,inf
-17.63448,-55.75907,214,6.0346679678e-05
-4.41055,-56.19911,-1,inf
-17.63107,-55.75967,214,6.0346679678e-05
-3.30453,-49.46849,-1,inf
-18.65203,-63.05601,-1,inf
-3.41077,-50.13736,-1,inf
-17.97571,-58.28082,-1,inf
-3.73964,-52.11116,-1,inf
-3.74963,-52.17163,215,5.2971545978e-05
-17.97181,-58.27766,216,5.9349680493e-05
-3.75013,-52.17463,215,5.2971545978e-05
-17.96845,-58.27821,216,5.9349680493e-05
-17.969,-58.28189,216,6.1844917887e-05
-3.95288,-53.40862,-1,inf
-17.10026,-52.95124,-1,inf
-4.29959,-55.55274,-1,inf
-17.10114,-52.9563,-1,inf
-3.42743,-50.27238,-1,inf
-18.56232,-62.81744,217,7.3021387453e-05
-3.4555,-50.43943,-1,inf
-18.55817,-62.818,217,7.3021387453e-05
-3.50472,-50.7329,-1,inf
-15.75542,-46.20774,-1,inf
-4.27491,-55.42465,218,6.2582563482e-05
-17.72895,-57.05002,219,5.8860373095e-05
-4.27548,-55.4282,218,6.2582563482e-05
-3.0409,-48.03281,220,4.555873815e-05
-17.72951,-57.05366,219,5.8860368494e-05
-4.26913,-55.41463,221,7.2048710772e-05
-17.72506,-57.04694,219,5.9032747432e-05
-3.03986,-48.02675,220,7.6536452211e-05
-3.69377,-51.93092,-1,inf
-17.72562,-57.05058,219,5.8860373095e-05
-17.72618,-57.05422,219,5.8860368494e-05
-17.72673,-57.05787,219,5.8834325199e-05
-4.13085,-54.58563,222,7.0549877421e-05
-17.72172,-57.0475,219,5.883436491e-05
-4.1315,-54.58963,222,7.0549877421e-05
-4.23942,-55.25622,-1,inf
-17.7234,-57.05842,219,5.8834325199e-05
-17.71782,-57.04441,219,5.8860464507e-05
-4.26505,-55.41526,221,7.2048710772e-05
-3.71749,-52.10508,223,5.4204694602e-05
-17.71839,-57.04805,219,5.883436491e-05
-17.71894,-57.0517,219,6.1300283582e-05
-3.718,-52.10815,223,5.4204694602e-05
-17.7195,-57.05534,219,5.8834382503e-05
-3.41404,-50.29969,-1,inf
-17.71449,-57.04497,219,5.8860464507e-05
-3.48838,-50.7395,224,7.0142778519e-05
-17.71673,-57.05953,219,5.9032815639e-05
-17.71393,-57.04133,219,5.9032838559e-05
-17.71617,-57.05589,219,5.8834382503e-05
-18.8716,-66.05576,-1,inf
-17.71059,-57.04189,219,5.8860523861e-05
-17.71339,-57.06009,219,5.8860500877e-05
-17.71115,-57.04553,219,5.9032833975e-05
-17.71283,-57.05645,219,5.9032820223e-05
-3.48905,-50.74347,224,7.0142778519e-05
-17.71675,-57.08193,225,5.9032815475e-05
-4.30192,-55.67008,-1,inf
-17.71118,-57.06793,226,5.9032861067e-05
-3.71283,-52.10887,-1,inf
-17.71397,-57.08612,225,5.8860496116e-05
-17.70726,-57.04245,219,5.8860523861e-05
-3.76602,-52.42754,-1,inf
-17.71006,-57.06065,219,5.8860500877e-05
-17.71174,-57.07157,226,5.9032856484e-05
-3.65481,-51.79455,227,5.8647229028e-05
-17.71565,-57.09704,228,5.903282448e-05
-3.65537,-51.79787,227,5.8647229028e-05
-17.71341,-57.08249,225,5.9032815475e-05
-17.71064,-57.08668,225,5.8860496116e-05
-3.64947,-51.79498,227,2.3966643194e-05
-17.71175,-57.09396,228,5.8834443905e-05
-3.69893,-52.08904,229,2.0436706191e-05
-17.71231,-57.0976,228,5.8834439469e-05
-17.70728,-57.06485,226,6.1304166892e-05
-4.2394,-55.36016,-1,inf
-17.70784,-57.06849,226,5.9032861067e-05
-17.7084,-57.07213,226,5.9032856484e-05
-3.69326,-52.08686,229,1.9894507916e-05
-17.7045,-57.06905,226,5.90328884e-05
-3.69377,-52.08987,229,2.0392129098e-05
-3.72015,-52.2467,230,4.0515620184e-05
-17.7073,-57.08724,225,5.9032865487e-05
-3.69428,-52.09289,229,2.0759931164e-05
-17.70898,-57.09815,228,5.8834439469e-05
-3.29183,-49.76254,231,1.5566929353e-05
-17.70842,-57.09451,228,5.8834443905e-05
-3.71454,-52.2445,230,5.280182596e-05
-17.70564,-57.09871,228,5.9032879072e-05
-3.71504,-52.24749,230,4.0498773287e-05
-17.70173,-57.07324,-1,inf
-17.70066,-57.13312,-1,inf
-4.28853,-55.83955,232,6.5916748631e-05
-3.03897,-48.03105,220,4.555873815e-05
-17.69492,-57.17501,233,6.130828064e-05
-3.6505,-51.79407,227,2.3966643194e-05
-17.69548,-57.17865,233,5.9006990564e-05
-17.69214,-57.1792,233,5.8860675228e-05
-3.69777,-52.08888,229,2.0436706191e-05
-17.68714,-57.14648,-1,inf
-3.69826,-52.09192,229,5.1505801287e-05
-17.68937,-57.16102,-1,inf
-3.69728,-52.08585,229,5.3461853633e-05
-17.68881,-57.17976,233,5.8834625519e-05
-3.69213,-52.08671,229,1.9894507916e-05
-17.68825,-57.17612,233,5.883462995e-05
-3.6931,-52.09274,229,2.0759931164e-05
-3.71784,-52.24693,230,4.0515620184e-05
-3.69261,-52.08973,229,2.0392129098e-05
-3.71831,-52.24988,230,5.2029563871e-05
-4.28695,-55.84299,232,6.5916748631e-05
-3.39737,-50.29928,-1,inf
-3.71273,-52.24771,230,4.0498773287e-05
-4.07644,-54.52975,234,7.6611264318e-05
-17.66207,-57.02749,235,5.8860921634e-05
-4.07212,-54.53053,234,7.6611264318e-05
-17.68492,-57.17667,233,5.883462995e-05
-3.56083,-51.37472,-1,inf
-17.68548,-57.18031,233,5.8834625519e-05
-4.08526,-54.64141,-1,inf
-17.65817,-57.02441,235,5.8834867772e-05
-3.57149,-51.47435,236,6.0170766692e-05
-17.65874,-57.02805,235,5.8860921634e-05
-3.29124,-49.76321,231,1.5566929353e-05
-17.65929,-57.03169,235,5.8860944396e-05
-3.57204,-51.47776,236,6.0170766692e-05
-17.68214,-57.18087,233,5.9033071268e-05
-3.3548,-50.18629,237,7.6282279897e-05
-17.6827,-57.1845,233,6.1148376343e-05
-3.35409,-50.18197,237,7.6282279897e-05
-17.65484,-57.02496,235,5.8834867772e-05
-3.6923,-52.25089,-1,inf
-17.6554,-57.02861,235,5.9007306559e-05
-3.75842,-52.65911,-1,inf
-17.65596,-57.03225,235,5.8860944396e-05
-17.65206,-57.02916,235,5.9007306559e-05
-3.88636,-53.45275,-1,inf
-4.34913,-56.36805,-1,inf
-17.65262,-57.0328,235,5.9007302148e-05
-3.2218,-49.45742,-1,inf
-17.65318,-57.03645,235,5.9033335073e-05
-17.64928,-57.03336,235,5.9033339643e-05
-3.22099,-49.45257,-1,inf
-17.64984,-57.03701,235,5.9033335073e-05
-3.22262,-49.46235,-1,inf
-17.67047,-57.17162,-1,inf
-4.24797,-55.77628,238,7.0391731367e-05
-17.64707,-57.04121,239,5.9007372155e-05
-4.24398,-55.77687,238,7.0391731367e-05
-17.64763,-57.04485,239,6.1324180281e-05
-3.31723,-50.10575,-1,inf
-17.66492,-57.15764,-1,inf
-2.97379,-48.09695,-1,inf
-17.66658,-57.16854,-1,inf
-17.64485,-57.04905,240,5.9033403039e-05
-3.65544,-52.18587,-1,inf
-17.64373,-57.04176,239,5.9007372155e-05
-3.04705,-48.57076,-1,inf
-17.64095,-57.04597,240,5.8835003761e-05
-17.64151,-57.04961,240,5.88610899e-05
-17.63762,-57.04652,240,5.8835003761e-05
-3.04797,-48.57621,-1,inf
-17.63818,-57.05017,240,5.88610899e-05
-3.63383,-52.08654,-1,inf
-16.59475,-50.91005,-1,inf
-4.22634,-55.74295,-1,inf
-3.71364,-52.60331,-1,inf
-17.65602,-57.16658,-1,inf
-16.59027,-50.91084,-1,inf
-3.29448,-50.07876,-1,inf
-17.63484,-57.05073,240,5.903345744e-05
-3.34886,-50.40358,-1,inf
-17.62817,-57.05184,-1,inf
-3.53396,-51.51497,-1,inf
-17.63878,-57.12096,-1,inf
-3.71453,-52.60875,-1,inf
-17.63769,-57.18081,-1,inf
-3.64852,-52.23956,-1,inf
-18.14779,-60.85453,-1,inf
-3.07497,-48.81449,-1,inf
-17.59032,-57.02828,241,5.9033847265e-05
-3.25935,-49.90608,-1,inf
-3.70769,-52.59824,-1,inf
-17.60431,-57.11924,-1,inf
-3.70862,-52.60387,-1,inf
-3.70953,-52.60938,-1,inf
-17.58698,-57.02884,241,5.9033847265e-05
-3.06943,-48.82081,-1,inf
-17.58586,-57.02156,241,5.9007853335e-05
-17.58642,-57.0252,241,5.9007848939e-05
-3.07031,-48.82599,-1,inf
-17.58754,-57.03248,241,5.8861530785e-05
-17.62269,-57.26154,242,5.9007563984e-05
-3.25631,-49.9246,-1,inf
-17.62324,-57.26517,242,6.1140411152e-05
-3.29763,-50.16984,-1,inf
-17.61935,-57.26209,242,5.8835174174e-05
-17.58252,-57.02211,241,5.9007853335e-05
-3.48066,-51.26158,243,6.0949289676e-05
-17.58308,-57.02575,241,5.8861567166e-05
-3.48124,-51.26503,243,6.0949289676e-05
-17.58364,-57.0294,241,5.8861562598e-05
-2.73232,-46.84963,244,5.5124507913e-05
-17.58421,-57.03304,241,5.8861530785e-05
-2.7337,-46.85765,245,6.1234743604e-05
-17.58477,-57.03667,241,6.1180757874e-05
-3.06854,-48.81555,-1,inf
-17.6188,-57.25846,242,6.1141697125e-05
-2.72505,-46.85074,-1,inf
-3.382,-50.70675,-1,inf
-17.62046,-57.26935,242,5.8861261999e-05
-17.62102,-57.27298,242,5.9033597317e-05
-17.62324,-57.28751,246,5.9007559659e-05
-3.6555,-52.34488,-1,inf
-17.62379,-57.29114,246,6.1140229309e-05
-17.58424,-57.05544,247,5.9033896721e-05
-4.13852,-55.29844,-1,inf
-17.61602,-57.26264,242,5.8835174174e-05
-3.28584,-50.17171,-1,inf
-17.61658,-57.26627,242,5.9033633489e-05
-3.34196,-50.50394,-1,inf
-17.61768,-57.27354,242,5.8835187342e-05
-3.37762,-50.7154,-1,inf
-17.57975,-57.02631,241,5.8861567166e-05
-3.33553,-50.50089,248,3.5335859807e-05
-17.58031,-57.02996,241,5.8861562598e-05
-3.25897,-50.04905,249,6.0978353695e-05
-17.58087,-57.0336,241,5.9007892498e-05
-17.61713,-57.26991,242,5.8835191679e-05
-3.28417,-50.19762,250,4.2872489746e-05
-17.6199,-57.28806,246,5.8861266575e-05
-17.62101,-57.29533,246,5.8835161084e-05
-3.33686,-50.50877,248,3.6810785035e-05
-17.61269,-57.26319,242,5.883520043e-05
-3.37194,-50.71637,-1,inf
-17.57753,-57.03415,241,5.9007892498e-05
-3.43663,-51.10005,-1,inf
-17.57809,-57.03779,241,5.8861607861e-05
-3.51379,-51.55929,-1,inf
-17.5809,-57.056,247,5.9033896721e-05
-17.58314,-57.07056,251,6.1345358114e-05
-3.3362,-50.50485,248,3.5058336036e-05
-3.32974,-50.50168,252,3.5509617785e-05
-17.5837,-57.0742,251,6.1345358114e-05
-4.01153,-54.59531,253,7.0731911592e-05
-17.61158,-57.25593,242,5.9007651324e-05
-4.01218,-54.59932,253,7.0731911592e-05
-17.61213,-57.25956,242,6.1144083216e-05
-4.05498,-54.86186,254,7.5034726086e-05
-17.61324,-57.26683,242,5.8835222346e-05
-3.33041,-50.50563,252,3.6595613014e-05
-17.6138,-57.27046,242,5.8835191679e-05
-3.30132,-50.3694,-1,inf
-17.61435,-57.27409,242,5.8835187342e-05
-17.61657,-57.28862,246,5.8835196094e-05
-4.05009,-54.85857,254,6.949775281e-05
-17.61712,-57.29224,246,5.886128929e-05
-4.05073,-54.86251,254,6.949775281e-05
-4.26409,-56.18087,-1,inf
-17.61768,-57.29588,246,5.8835161084e-05
